  3.1622777e+000  9.0664096e+003
  3.3128519e+000  8.5929181e+003
  3.4705958e+000  8.1584149e+003
  3.6358509e+000  7.7590092e+003
  3.8089746e+000  7.3912532e+003
  3.9903418e+000  7.0520859e+003
  4.1803450e+000  6.7387841e+003
  4.3793952e+000  6.4489209e+003
  4.5879234e+000  6.1803297e+003
  4.8063809e+000  5.9310722e+003
  5.0352403e+000  5.6994118e+003
  5.2749971e+000  5.4837897e+003
  5.5261700e+000  5.2828044e+003
  5.7893028e+000  5.0951936e+003
  6.0649648e+000  4.9198188e+003
  6.3537526e+000  4.7556510e+003
  6.6562914e+000  4.6017594e+003
  6.9732357e+000  4.4573001e+003
  7.3052715e+000  4.3215073e+003
  7.6531175e+000  4.1936847e+003
  8.0175265e+000  4.0731987e+003
  8.3992871e+000  3.9594716e+003
  8.7992254e+000  3.8519762e+003
  9.2182072e+000  3.7502306e+003
  9.6571391e+000  3.6537939e+003
  1.0116971e+001  3.5622622e+003
  1.0598698e+001  3.4752651e+003
  1.1103363e+001  3.3924623e+003
  1.1632058e+001  3.3135413e+003
  1.2185927e+001  3.2382146e+003
  1.2766169e+001  3.1662173e+003
  1.3374040e+001  3.0973056e+003
  1.4010855e+001  3.0312545e+003
  1.4677993e+001  2.9678564e+003
  1.5376896e+001  2.9069197e+003
  1.6109079e+001  2.8482677e+003
  1.6876125e+001  2.7917368e+003
  1.7679694e+001  2.7371760e+003
  1.8521526e+001  2.6844458e+003
  1.9403442e+001  2.6334172e+003
  2.0327352e+001  2.5839713e+003
  2.1295254e+001  2.5359979e+003
  2.2309244e+001  2.4893955e+003
  2.3371515e+001  2.4440705e+003
  2.4484367e+001  2.3999365e+003
  2.5650209e+001  2.3569141e+003
  2.6871563e+001  2.3149301e+003
  2.8151073e+001  2.2739173e+003
  2.9491507e+001  2.2338143e+003
  3.0895768e+001  2.1945646e+003
  3.2366893e+001  2.1561167e+003
  3.3908067e+001  2.1184239e+003
  3.5522625e+001  2.0814435e+003
  3.7214061e+001  2.0451369e+003
  3.8986037e+001  2.0094695e+003
  4.0842387e+001  1.9744099e+003
  4.2787128e+001  1.9399302e+003
  4.4824469e+001  1.9060056e+003
  4.6958820e+001  1.8726142e+003
  4.9194799e+001  1.8397368e+003
  5.1537247e+001  1.8073565e+003
  5.3991231e+001  1.7754592e+003
  5.6562064e+001  1.7440327e+003
  5.9255310e+001  1.7130667e+003
  6.2076796e+001  1.6825531e+003
  6.5032629e+001  1.6524853e+003
  6.8129207e+001  1.6228584e+003
  7.1373230e+001  1.5936688e+003
  7.4771720e+001  1.5649144e+003
  7.8332032e+001  1.5365942e+003
  8.2061871e+001  1.5087083e+003
  8.5969309e+001  1.4812578e+003
  9.0062802e+001  1.4542447e+003
  9.4351210e+001  1.4276717e+003
  9.8843814e+001  1.4015422e+003
  1.0355034e+002  1.3758602e+003
  1.0848096e+002  1.3506302e+003
  1.1364637e+002  1.3258571e+003
  1.1905772e+002  1.3015462e+003
  1.2472675e+002  1.2777031e+003
  1.3066571e+002  1.2543335e+003
  1.3688745e+002  1.2314435e+003
  1.4340545e+002  1.2090392e+003
  1.5023381e+002  1.1871268e+003
  1.5738730e+002  1.1657125e+003
  1.6488142e+002  1.1448026e+003
  1.7273237e+002  1.1244034e+003
  1.8095715e+002  1.1045211e+003
  1.8957357e+002  1.0851620e+003
  1.9860025e+002  1.0663323e+003
  2.0805675e+002  1.0480381e+003
  2.1796353e+002  1.0302855e+003
  2.2834203e+002  1.0130806e+003
  2.3921471e+002  9.9642952e+002
  2.5060510e+002  9.8033836e+002
  2.6253785e+002  9.6481328e+002
  2.7503878e+002  9.4986051e+002
  2.8813496e+002  9.3548643e+002
  3.0185473e+002  9.2169757e+002
  3.1622777e+002  9.0850070e+002
